client_id,product_category,product_type,potential_value,potential_family_count
1000077639,Categoria C1,commodity,2223.12,1
1000077639,Categoria C2,commodity,6424.44,2
1000077648,Categoria C1,commodity,2223.12,1
1000077648,Categoria C2,commodity,6424.44,2
1000077664,Categoria C1,commodity,2223.12,1
1000077664,Categoria C2,commodity,8484.28,2
1000077668,Categoria C1,commodity,2223.12,1
1000077668,Categoria C2,commodity,19581.04,2
1000077675,Categoria C1,commodity,2223.12,1
1000077675,Categoria C2,commodity,6424.44,2
1000077677,Categoria C1,commodity,3410.04,1
1000077677,Categoria C2,commodity,20161.94,2
1000077678,Categoria C1,commodity,2223.12,1
1000077678,Categoria C2,commodity,4785.36,2
1000077684,Categoria C1,commodity,1802.36,1
1000077684,Categoria C2,commodity,9664.92,2
1000077685,Categoria C1,commodity,2223.12,1
1000077685,Categoria C2,commodity,6424.44,2
1000077693,Categoria C1,commodity,1802.36,1
1000077693,Categoria C2,commodity,6427.58,2
1000077695,Categoria C1,commodity,3410.04,1
1000077695,Categoria C2,commodity,9674.34,2
1000077706,Categoria C1,commodity,3410.04,1
1000077706,Categoria C2,commodity,6292.56,2
1000077707,Categoria C1,commodity,3410.04,1
1000077707,Categoria C2,commodity,12764.1,2
1000077708,Categoria C1,commodity,3410.04,1
1000077708,Categoria C2,commodity,6292.56,2
1000077709,Categoria C1,commodity,2223.12,1
1000077709,Categoria C2,commodity,8484.28,2
1000077710,Categoria C1,commodity,2223.12,1
1000077710,Categoria C2,commodity,1086.44,2
1000077719,Categoria C1,commodity,2223.12,1
1000077719,Categoria C2,commodity,1086.44,2
1000077720,Categoria C1,commodity,2223.12,1
1000077720,Categoria C2,commodity,7096.4,2
1000077721,Categoria C1,commodity,2223.12,1
1000077721,Categoria C2,commodity,2935.9,2
1000077725,Categoria C1,commodity,3410.04,1
1000077725,Categoria C2,commodity,3516.8,2
1000077727,Categoria C1,commodity,3410.04,1
1000077727,Categoria C2,commodity,29409.24,2
1000077738,Categoria C1,commodity,3410.04,1
1000077738,Categoria C2,commodity,29409.24,2
1000077743,Categoria C1,commodity,1802.36,1
1000077743,Categoria C2,commodity,879.2,2
1000077773,Categoria C1,commodity,1802.36,1
1000077773,Categoria C2,commodity,6427.58,2
1000077777,Categoria C1,commodity,3410.04,1
1000077777,Categoria C2,commodity,8142.02,2
1000077779,Categoria C1,commodity,3410.04,1
1000077779,Categoria C2,commodity,10914.64,2
1000077780,Categoria C1,commodity,2223.12,1
1000077780,Categoria C2,commodity,6424.44,2
1000077781,Categoria C1,commodity,2223.12,1
1000077781,Categoria C2,commodity,10333.74,2
1000077782,Categoria C1,commodity,2223.12,1
1000077782,Categoria C2,commodity,38075.64,2
1000077786,Categoria C1,commodity,3410.04,1
1000077786,Categoria C2,commodity,9674.34,2
1000077789,Categoria C1,commodity,1802.36,1
1000077789,Categoria C2,commodity,5504.42,2
1000077795,Categoria C1,commodity,3410.04,1
1000077795,Categoria C2,commodity,6292.56,2
1000077796,Categoria C1,commodity,2223.12,1
1000077796,Categoria C2,commodity,6424.44,2
1000077804,Categoria C1,commodity,1802.36,1
1000077804,Categoria C2,commodity,879.2,2
1000077805,Categoria C1,commodity,2223.12,1
1000077805,Categoria C2,commodity,10333.74,2
1000077806,Categoria C1,commodity,1802.36,1
1000077806,Categoria C2,commodity,3548.2,2
1000077808,Categoria C1,commodity,2223.12,1
1000077808,Categoria C2,commodity,6424.44,2
1000077813,Categoria C1,commodity,3410.04,1
1000077813,Categoria C2,commodity,29409.24,2
1000077814,Categoria C1,commodity,1802.36,1
1000077814,Categoria C2,commodity,879.2,2
1000077817,Categoria C1,commodity,2223.12,1
1000077817,Categoria C2,commodity,1086.44,2
1000077820,Categoria C1,commodity,2223.12,1
1000077820,Categoria C2,commodity,6424.44,2
1000077824,Categoria C1,commodity,2223.12,1
1000077824,Categoria C2,commodity,6424.44,2
1000077826,Categoria C1,commodity,2223.12,1
1000077826,Categoria C2,commodity,6424.44,2
1000077829,Categoria C1,commodity,2223.12,1
1000077829,Categoria C2,commodity,5711.66,2
1000077835,Categoria C1,commodity,2223.12,1
1000077835,Categoria C2,commodity,6424.44,2
1000077851,Categoria C1,commodity,3410.04,1
1000077851,Categoria C2,commodity,10914.64,2
1000077854,Categoria C1,commodity,2223.12,1
1000077854,Categoria C2,commodity,10333.74,2
1000077857,Categoria C1,commodity,3410.04,1
1000077857,Categoria C2,commodity,29409.24,2
1000077858,Categoria C1,commodity,1802.36,1
1000077858,Categoria C2,commodity,7353.88,2
1000077861,Categoria C1,commodity,2223.12,1
1000077861,Categoria C2,commodity,6424.44,2
1000077863,Categoria C1,commodity,1802.36,1
1000077863,Categoria C2,commodity,10126.5,2
1000077867,Categoria C1,commodity,2223.12,1
1000077867,Categoria C2,commodity,6424.44,2
1000077876,Categoria C1,commodity,2223.12,1
1000077876,Categoria C2,commodity,8484.28,2
1000077879,Categoria C1,commodity,2223.12,1
1000077879,Categoria C2,commodity,4785.36,2
1000077880,Categoria C1,commodity,3410.04,1
1000077880,Categoria C2,commodity,7677.3,2
1000077884,Categoria C1,commodity,2223.12,1
1000077884,Categoria C2,commodity,10333.74,2
1000077887,Categoria C1,commodity,1802.36,1
1000077887,Categoria C2,commodity,9203.34,2
1000077888,Categoria C1,commodity,2223.12,1
1000077888,Categoria C2,commodity,14958.96,2
1000077889,Categoria C1,commodity,2223.12,1
1000077889,Categoria C2,commodity,6424.44,2
1000077895,Categoria C1,commodity,1802.36,1
1000077895,Categoria C2,commodity,3548.2,2
1000077896,Categoria C1,commodity,2223.12,1
1000077896,Categoria C2,commodity,4785.36,2
1000077908,Categoria C1,commodity,2223.12,1
1000077908,Categoria C2,commodity,1086.44,2
1000077919,Categoria C1,commodity,1802.36,1
1000077919,Categoria C2,commodity,4578.12,2
1000077932,Categoria C1,commodity,2223.12,1
1000077932,Categoria C2,commodity,1086.44,2
1000077938,Categoria C1,commodity,2223.12,1
1000077938,Categoria C2,commodity,10333.74,2
1000077939,Categoria C1,commodity,2223.12,1
1000077939,Categoria C2,commodity,2935.9,2
1000077944,Categoria C1,commodity,2223.12,1
1000077944,Categoria C2,commodity,14958.96,2
1000077955,Categoria C1,commodity,1802.36,1
1000077955,Categoria C2,commodity,879.2,2
1000077958,Categoria C1,commodity,1802.36,1
1000077958,Categoria C2,commodity,4116.54,2
1000077960,Categoria C1,commodity,1802.36,1
1000077960,Categoria C2,commodity,879.2,2
1000077966,Categoria C1,commodity,2223.12,1
1000077966,Categoria C2,commodity,6424.44,2
1000077968,Categoria C1,commodity,3410.04,1
1000077968,Categoria C2,commodity,20161.94,2
1000077976,Categoria C1,commodity,2223.12,1
1000077976,Categoria C2,commodity,1086.44,2
1000077977,Categoria C1,commodity,3410.04,1
1000077977,Categoria C2,commodity,14613.56,2
1000077993,Categoria C1,commodity,1802.36,1
1000077993,Categoria C2,commodity,10126.5,2
1000077995,Categoria C1,commodity,1802.36,1
1000077995,Categoria C2,commodity,879.2,2
1000077996,Categoria C1,commodity,3410.04,1
1000077996,Categoria C2,commodity,9674.34,2
1000078000,Categoria C1,commodity,2223.12,1
1000078000,Categoria C2,commodity,10333.74,2
1000078003,Categoria C1,commodity,2223.12,1
1000078003,Categoria C2,commodity,10333.74,2
1000078005,Categoria C1,commodity,3410.04,1
1000078005,Categoria C2,commodity,6292.56,2
1000078007,Categoria C1,commodity,2223.12,1
1000078007,Categoria C2,commodity,6424.44,2
1000078012,Categoria C1,commodity,1802.36,1
1000078012,Categoria C2,commodity,879.2,2
1000078013,Categoria C1,commodity,3410.04,1
1000078013,Categoria C2,commodity,15539.86,2
1000078021,Categoria C1,commodity,3410.04,1
1000078021,Categoria C2,commodity,10914.64,2
1000078025,Categoria C1,commodity,2223.12,1
1000078025,Categoria C2,commodity,1086.44,2
1000078028,Categoria C1,commodity,2223.12,1
1000078028,Categoria C2,commodity,1086.44,2
1000078030,Categoria C1,commodity,2223.12,1
1000078030,Categoria C2,commodity,10333.74,2
1000078034,Categoria C1,commodity,2223.12,1
1000078034,Categoria C2,commodity,1086.44,2
1000078040,Categoria C1,commodity,2223.12,1
1000078040,Categoria C2,commodity,1086.44,2
1000078043,Categoria C1,commodity,2223.12,1
1000078043,Categoria C2,commodity,4323.78,2
1000078059,Categoria C1,commodity,1802.36,1
1000078059,Categoria C2,commodity,879.2,2
1000078064,Categoria C1,commodity,2223.12,1
1000078064,Categoria C2,commodity,2935.9,2
1000078065,Categoria C1,commodity,2223.12,1
1000078065,Categoria C2,commodity,8484.28,2
1000078075,Categoria C1,commodity,1802.36,1
1000078075,Categoria C2,commodity,879.2,2
1000078082,Categoria C1,commodity,2223.12,1
1000078082,Categoria C2,commodity,6634.82,2
1000078083,Categoria C1,commodity,2223.12,1
1000078083,Categoria C2,commodity,5711.66,2
1000078084,Categoria C1,commodity,2223.12,1
1000078084,Categoria C2,commodity,1086.44,2
1000078086,Categoria C1,commodity,2223.12,1
1000078086,Categoria C2,commodity,14958.96,2
1000078090,Categoria C1,commodity,1802.36,1
1000078090,Categoria C2,commodity,879.2,2
1000078097,Categoria C1,commodity,2223.12,1
1000078097,Categoria C2,commodity,14958.96,2
1000078098,Categoria C1,commodity,2223.12,1
1000078098,Categoria C2,commodity,1086.44,2
1000078099,Categoria C1,commodity,2223.12,1
1000078099,Categoria C2,commodity,6424.44,2
1000078110,Categoria C1,commodity,2223.12,1
1000078110,Categoria C2,commodity,1086.44,2
1000078114,Categoria C1,commodity,3410.04,1
1000078114,Categoria C2,commodity,9674.34,2
1000078120,Categoria C1,commodity,0.0,1
1000078120,Categoria C2,commodity,0.0,2
1000078121,Categoria C1,commodity,3410.04,1
1000078121,Categoria C2,commodity,34034.46,2
1000078126,Categoria C1,commodity,1802.36,1
1000078126,Categoria C2,commodity,14751.72,2
1000078127,Categoria C1,commodity,2223.12,1
1000078127,Categoria C2,commodity,6424.44,2
1000078135,Categoria C1,commodity,2223.12,1
1000078135,Categoria C2,commodity,6634.82,2
1000078136,Categoria C1,commodity,4546.72,1
1000078136,Categoria C2,commodity,24416.64,2
1000078137,Categoria C1,commodity,1802.36,1
1000078137,Categoria C2,commodity,879.2,2
1000078140,Categoria C1,commodity,3410.04,1
1000078140,Categoria C2,commodity,29409.24,2
1000078144,Categoria C1,commodity,1802.36,1
1000078144,Categoria C2,commodity,3548.2,2
1000078147,Categoria C1,commodity,1802.36,1
1000078147,Categoria C2,commodity,879.2,2
1000078151,Categoria C1,commodity,6820.08,1
1000078151,Categoria C2,commodity,40323.88,2
1000078152,Categoria C1,commodity,1802.36,1
1000078152,Categoria C2,commodity,879.2,2
1000078158,Categoria C1,commodity,2223.12,1
1000078158,Categoria C2,commodity,6424.44,2
1000078159,Categoria C1,commodity,9093.44,1
1000078159,Categoria C2,commodity,22940.84,2
1000078163,Categoria C1,commodity,2223.12,1
1000078163,Categoria C2,commodity,3862.2,2
1000078169,Categoria C1,commodity,2223.12,1
1000078169,Categoria C2,commodity,6424.44,2
1000078170,Categoria C1,commodity,3410.04,1
1000078170,Categoria C2,commodity,10914.64,2
1000078175,Categoria C1,commodity,1802.36,1
1000078175,Categoria C2,commodity,879.2,2
1000078182,Categoria C1,commodity,3410.04,1
1000078182,Categoria C2,commodity,29409.24,2
1000078185,Categoria C1,commodity,2223.12,1
1000078185,Categoria C2,commodity,7096.4,2
1000078192,Categoria C1,commodity,3410.04,1
1000078192,Categoria C2,commodity,20161.94,2
1000078194,Categoria C1,commodity,2223.12,1
1000078194,Categoria C2,commodity,6424.44,2
1000078200,Categoria C1,commodity,3410.04,1
1000078200,Categoria C2,commodity,1667.34,2
1000078203,Categoria C1,commodity,2223.12,1
1000078203,Categoria C2,commodity,12183.2,2
1000078212,Categoria C1,commodity,2223.12,1
1000078212,Categoria C2,commodity,16808.42,2
1000078214,Categoria C1,commodity,2223.12,1
1000078214,Categoria C2,commodity,6424.44,2
1000078220,Categoria C1,commodity,2223.12,1
1000078220,Categoria C2,commodity,6424.44,2
1000078226,Categoria C1,commodity,2223.12,1
1000078226,Categoria C2,commodity,6424.44,2
1000078227,Categoria C1,commodity,3410.04,1
1000078227,Categoria C2,commodity,9065.18,2
1000078233,Categoria C1,commodity,2223.12,1
1000078233,Categoria C2,commodity,21430.5,2
1000078239,Categoria C1,commodity,2223.12,1
1000078239,Categoria C2,commodity,6424.44,2
1000078242,Categoria C1,commodity,2223.12,1
1000078242,Categoria C2,commodity,10333.74,2
1000078244,Categoria C1,commodity,2223.12,1
1000078244,Categoria C2,commodity,6424.44,2
1000078247,Categoria C1,commodity,4546.72,1
1000078247,Categoria C2,commodity,2223.12,2
1000078249,Categoria C1,commodity,2223.12,1
1000078249,Categoria C2,commodity,6634.82,2
1000078251,Categoria C1,commodity,2223.12,1
1000078251,Categoria C2,commodity,6424.44,2
1000078252,Categoria C1,commodity,3410.04,1
1000078252,Categoria C2,commodity,9674.34,2
1000078255,Categoria C1,commodity,2223.12,1
1000078255,Categoria C2,commodity,8484.28,2
1000078256,Categoria C1,commodity,2223.12,1
1000078256,Categoria C2,commodity,6424.44,2
1000078257,Categoria C1,commodity,2223.12,1
1000078257,Categoria C2,commodity,19581.04,2
1000078260,Categoria C1,commodity,2223.12,1
1000078260,Categoria C2,commodity,7561.12,2
1000078261,Categoria C1,commodity,2223.12,1
1000078261,Categoria C2,commodity,6424.44,2
1000078263,Categoria C1,commodity,1802.36,1
1000078263,Categoria C2,commodity,879.2,2
1000078272,Categoria C1,commodity,3410.04,1
1000078272,Categoria C2,commodity,29409.24,2
1000078274,Categoria C1,commodity,3410.04,1
1000078274,Categoria C2,commodity,9991.48,2
1000078280,Categoria C1,commodity,1802.36,1
1000078280,Categoria C2,commodity,4578.12,2
1000078284,Categoria C1,commodity,2223.12,1
1000078284,Categoria C2,commodity,13015.3,2
1000078287,Categoria C1,commodity,1802.36,1
1000078287,Categoria C2,commodity,6427.58,2
1000078288,Categoria C1,commodity,2223.12,1
1000078288,Categoria C2,commodity,6634.82,2
1000078290,Categoria C1,commodity,1802.36,1
1000078290,Categoria C2,commodity,879.2,2
1000078297,Categoria C1,commodity,6820.08,1
1000078297,Categoria C2,commodity,40323.88,2
1000078299,Categoria C1,commodity,6820.08,1
1000078299,Categoria C2,commodity,22755.58,2
1000078303,Categoria C1,commodity,2223.12,1
1000078303,Categoria C2,commodity,1086.44,2
1000078304,Categoria C1,commodity,1802.36,1
1000078304,Categoria C2,commodity,12252.28,2
1000078305,Categoria C1,commodity,3410.04,1
1000078305,Categoria C2,commodity,7215.72,2
1000078306,Categoria C1,commodity,2223.12,1
1000078306,Categoria C2,commodity,3397.48,2
1000078307,Categoria C1,commodity,2223.12,1
1000078307,Categoria C2,commodity,6634.82,2
1000078311,Categoria C1,commodity,2223.12,1
1000078311,Categoria C2,commodity,5246.94,2
1000078317,Categoria C1,commodity,1802.36,1
1000078317,Categoria C2,commodity,3548.2,2
1000078320,Categoria C1,commodity,2223.12,1
1000078320,Categoria C2,commodity,6424.44,2
1000078323,Categoria C1,commodity,2223.12,1
1000078323,Categoria C2,commodity,6424.44,2
1000078324,Categoria C1,commodity,2223.12,1
1000078324,Categoria C2,commodity,10333.74,2
1000078331,Categoria C1,commodity,2223.12,1
1000078331,Categoria C2,commodity,15882.12,2
1000078332,Categoria C1,commodity,1802.36,1
1000078332,Categoria C2,commodity,879.2,2
1000078333,Categoria C1,commodity,2223.12,1
1000078333,Categoria C2,commodity,8484.28,2
1000078339,Categoria C1,commodity,2223.12,1
1000078339,Categoria C2,commodity,24206.26,2
1000078346,Categoria C1,commodity,2223.12,1
1000078346,Categoria C2,commodity,7561.12,2
1000078347,Categoria C1,commodity,2223.12,1
1000078347,Categoria C2,commodity,1086.44,2
1000078351,Categoria C1,commodity,2223.12,1
1000078351,Categoria C2,commodity,10333.74,2
1000078355,Categoria C1,commodity,2223.12,1
1000078355,Categoria C2,commodity,12183.2,2
1000078356,Categoria C1,commodity,1802.36,1
1000078356,Categoria C2,commodity,879.2,2
1000078358,Categoria C1,commodity,1802.36,1
1000078358,Categoria C2,commodity,879.2,2
1000078364,Categoria C1,commodity,3410.04,1
1000078364,Categoria C2,commodity,15539.86,2
1000078369,Categoria C1,commodity,1802.36,1
1000078369,Categoria C2,commodity,879.2,2
1000078372,Categoria C1,commodity,1802.36,1
1000078372,Categoria C2,commodity,6427.58,2
1000078373,Categoria C1,commodity,4546.72,1
1000078373,Categoria C2,commodity,2223.12,2
1000078374,Categoria C1,commodity,2223.12,1
1000078374,Categoria C2,commodity,3862.2,2
1000078377,Categoria C1,commodity,2223.12,1
1000078377,Categoria C2,commodity,15882.12,2
1000078379,Categoria C1,commodity,2223.12,1
1000078379,Categoria C2,commodity,14958.96,2
1000078381,Categoria C1,commodity,2223.12,1
1000078381,Categoria C2,commodity,1086.44,2
1000078382,Categoria C1,commodity,2223.12,1
1000078382,Categoria C2,commodity,9410.58,2
1000078383,Categoria C1,commodity,1802.36,1
1000078383,Categoria C2,commodity,879.2,2
1000078384,Categoria C1,commodity,3410.04,1
1000078384,Categoria C2,commodity,1667.34,2
1000078385,Categoria C1,commodity,3410.04,1
1000078385,Categoria C2,commodity,7215.72,2
1000078386,Categoria C1,commodity,3410.04,1
1000078386,Categoria C2,commodity,15539.86,2
1000078392,Categoria C1,commodity,2223.12,1
1000078392,Categoria C2,commodity,8484.28,2
1000078393,Categoria C1,commodity,3410.04,1
1000078393,Categoria C2,commodity,6474.68,2
1000078395,Categoria C1,commodity,1802.36,1
1000078395,Categoria C2,commodity,879.2,2
1000078400,Categoria C1,commodity,3410.04,1
1000078400,Categoria C2,commodity,9674.34,2
1000078406,Categoria C1,commodity,2223.12,1
1000078406,Categoria C2,commodity,6424.44,2
1000078407,Categoria C1,commodity,2223.12,1
1000078407,Categoria C2,commodity,14958.96,2
1000078409,Categoria C1,commodity,2223.12,1
1000078409,Categoria C2,commodity,6634.82,2
1000078411,Categoria C1,commodity,2223.12,1
1000078411,Categoria C2,commodity,1086.44,2
1000078414,Categoria C1,commodity,2223.12,1
1000078414,Categoria C2,commodity,6424.44,2
1000078422,Categoria C1,commodity,3410.04,1
1000078422,Categoria C2,commodity,1667.34,2
1000078423,Categoria C1,commodity,3410.04,1
1000078423,Categoria C2,commodity,15539.86,2
1000078424,Categoria C1,commodity,2223.12,1
1000078424,Categoria C2,commodity,6424.44,2
1000078425,Categoria C1,commodity,3410.04,1
1000078425,Categoria C2,commodity,9674.34,2
1000078427,Categoria C1,commodity,1802.36,1
1000078427,Categoria C2,commodity,2728.66,2
1000078429,Categoria C1,commodity,2223.12,1
1000078429,Categoria C2,commodity,4785.36,2
1000078430,Categoria C1,commodity,3410.04,1
1000078430,Categoria C2,commodity,5366.26,2
1000078433,Categoria C1,commodity,0.0,1
1000078433,Categoria C2,commodity,14704.62,2
1000078434,Categoria C1,commodity,2223.12,1
1000078434,Categoria C2,commodity,6634.82,2
1000078435,Categoria C1,commodity,3410.04,1
1000078435,Categoria C2,commodity,9674.34,2
1000078436,Categoria C1,commodity,1802.36,1
1000078436,Categoria C2,commodity,3548.2,2
1000078439,Categoria C1,commodity,1802.36,1
1000078439,Categoria C2,commodity,5504.42,2
1000078440,Categoria C1,commodity,2223.12,1
1000078440,Categoria C2,commodity,12183.2,2
1000078443,Categoria C1,commodity,5683.4,1
1000078443,Categoria C2,commodity,16123.9,2
1000078444,Categoria C1,commodity,2223.12,1
1000078444,Categoria C2,commodity,16990.54,2
1000078445,Categoria C1,commodity,2223.12,1
1000078445,Categoria C2,commodity,1086.44,2
1000078451,Categoria C1,commodity,2223.12,1
1000078451,Categoria C2,commodity,1086.44,2
1000078452,Categoria C1,commodity,1802.36,1
1000078452,Categoria C2,commodity,6427.58,2
1000078455,Categoria C1,commodity,2223.12,1
1000078455,Categoria C2,commodity,6424.44,2
1000078456,Categoria C1,commodity,2223.12,1
1000078456,Categoria C2,commodity,6424.44,2
1000078462,Categoria C1,commodity,3410.04,1
1000078462,Categoria C2,commodity,6292.56,2
1000078463,Categoria C1,commodity,2223.12,1
1000078463,Categoria C2,commodity,5711.66,2
1000078464,Categoria C1,commodity,2223.12,1
1000078464,Categoria C2,commodity,19581.04,2
1000078465,Categoria C1,commodity,3410.04,1
1000078465,Categoria C2,commodity,20161.94,2
1000078467,Categoria C1,commodity,2223.12,1
1000078467,Categoria C2,commodity,6424.44,2
1000078468,Categoria C1,commodity,2223.12,1
1000078468,Categoria C2,commodity,16808.42,2
1000078469,Categoria C1,commodity,3410.04,1
1000078469,Categoria C2,commodity,27559.78,2
1000078472,Categoria C1,commodity,1802.36,1
1000078472,Categoria C2,commodity,879.2,2
1000078475,Categoria C1,commodity,2223.12,1
1000078475,Categoria C2,commodity,10333.74,2
1000078480,Categoria C1,commodity,2223.12,1
1000078480,Categoria C2,commodity,6424.44,2
1000078481,Categoria C1,commodity,4546.72,1
1000078481,Categoria C2,commodity,11470.42,2
1000078484,Categoria C1,commodity,3410.04,1
1000078484,Categoria C2,commodity,9674.34,2
1000078487,Categoria C1,commodity,1802.36,1
1000078487,Categoria C2,commodity,2728.66,2
1000078490,Categoria C1,commodity,1802.36,1
1000078490,Categoria C2,commodity,3548.2,2
1000078491,Categoria C1,commodity,0.0,1
1000078491,Categoria C2,commodity,16274.62,2
1000078493,Categoria C1,commodity,2223.12,1
1000078493,Categoria C2,commodity,19581.04,2
1000078495,Categoria C1,commodity,3410.04,1
1000078495,Categoria C2,commodity,15539.86,2
1000078496,Categoria C1,commodity,2223.12,1
1000078496,Categoria C2,commodity,1086.44,2
1000078498,Categoria C1,commodity,2223.12,1
1000078498,Categoria C2,commodity,6424.44,2
1000078500,Categoria C1,commodity,1802.36,1
1000078500,Categoria C2,commodity,879.2,2
1000078502,Categoria C1,commodity,3410.04,1
1000078502,Categoria C2,commodity,9674.34,2
1000078508,Categoria C1,commodity,2223.12,1
1000078508,Categoria C2,commodity,1086.44,2
1000078513,Categoria C1,commodity,1802.36,1
1000078513,Categoria C2,commodity,3548.2,2
1000078518,Categoria C1,commodity,2223.12,1
1000078518,Categoria C2,commodity,2012.74,2
1000078520,Categoria C1,commodity,2223.12,1
1000078520,Categoria C2,commodity,19581.04,2
1000078521,Categoria C1,commodity,2223.12,1
1000078521,Categoria C2,commodity,6424.44,2
1000078522,Categoria C1,commodity,3410.04,1
1000078522,Categoria C2,commodity,7215.72,2
1000078523,Categoria C1,commodity,2223.12,1
1000078523,Categoria C2,commodity,12183.2,2
1000078524,Categoria C1,commodity,2223.12,1
1000078524,Categoria C2,commodity,3862.2,2
1000078526,Categoria C1,commodity,1802.36,1
1000078526,Categoria C2,commodity,879.2,2
1000078530,Categoria C1,commodity,2223.12,1
1000078530,Categoria C2,commodity,1086.44,2
1000078532,Categoria C1,commodity,3410.04,1
1000078532,Categoria C2,commodity,9674.34,2
1000078533,Categoria C1,commodity,2223.12,1
1000078533,Categoria C2,commodity,6424.44,2
1000078535,Categoria C1,commodity,2223.12,1
1000078535,Categoria C2,commodity,8484.28,2
1000078536,Categoria C1,commodity,0.0,1
1000078536,Categoria C2,commodity,0.0,2
1000078541,Categoria C1,commodity,3410.04,1
1000078541,Categoria C2,commodity,6292.56,2
1000078544,Categoria C1,commodity,2223.12,1
1000078544,Categoria C2,commodity,1086.44,2
1000078545,Categoria C1,commodity,4546.72,1
1000078545,Categoria C2,commodity,2223.12,2
1000078547,Categoria C1,commodity,2223.12,1
1000078547,Categoria C2,commodity,4323.78,2
1000078549,Categoria C1,commodity,0.0,1
1000078549,Categoria C2,commodity,16645.14,2
1000078562,Categoria C1,commodity,2223.12,1
1000078562,Categoria C2,commodity,1086.44,2
1000078566,Categoria C1,commodity,1802.36,1
1000078566,Categoria C2,commodity,37868.4,2
1000078569,Categoria C1,commodity,2223.12,1
1000078569,Categoria C2,commodity,1086.44,2
1000078575,Categoria C1,commodity,3410.04,1
1000078575,Categoria C2,commodity,3978.38,2
1000078576,Categoria C1,commodity,2223.12,1
1000078576,Categoria C2,commodity,1086.44,2
1000078584,Categoria C1,commodity,1802.36,1
1000078584,Categoria C2,commodity,3548.2,2
1000078586,Categoria C1,commodity,3410.04,1
1000078586,Categoria C2,commodity,7677.3,2
1000078587,Categoria C1,commodity,2223.12,1
1000078587,Categoria C2,commodity,8484.28,2
1000078590,Categoria C1,commodity,2223.12,1
1000078590,Categoria C2,commodity,9410.58,2
1000078593,Categoria C1,commodity,2223.12,1
1000078593,Categoria C2,commodity,6424.44,2
1000078595,Categoria C1,commodity,2223.12,1
1000078595,Categoria C2,commodity,6634.82,2
1000078596,Categoria C1,commodity,2223.12,1
1000078596,Categoria C2,commodity,19581.04,2
1000078609,Categoria C1,commodity,2223.12,1
1000078609,Categoria C2,commodity,9410.58,2
1000078612,Categoria C1,commodity,1802.36,1
1000078612,Categoria C2,commodity,3548.2,2
1000078614,Categoria C1,commodity,1802.36,1
1000078614,Categoria C2,commodity,879.2,2
1000078619,Categoria C1,commodity,2223.12,1
1000078619,Categoria C2,commodity,1086.44,2
1000078623,Categoria C1,commodity,1802.36,1
1000078623,Categoria C2,commodity,879.2,2
1000078625,Categoria C1,commodity,2223.12,1
1000078625,Categoria C2,commodity,6634.82,2
1000078629,Categoria C1,commodity,2223.12,1
1000078629,Categoria C2,commodity,8484.28,2
1000078632,Categoria C1,commodity,2223.12,1
1000078632,Categoria C2,commodity,8022.7,2
1000078633,Categoria C1,commodity,2223.12,1
1000078633,Categoria C2,commodity,19581.04,2
1000078634,Categoria C1,commodity,2223.12,1
1000078634,Categoria C2,commodity,1086.44,2
1000078639,Categoria C1,commodity,2223.12,1
1000078639,Categoria C2,commodity,5711.66,2
1000078647,Categoria C1,commodity,2223.12,1
1000078647,Categoria C2,commodity,1086.44,2
1000078656,Categoria C1,commodity,1802.36,1
1000078656,Categoria C2,commodity,8277.04,2
1000078657,Categoria C1,commodity,2223.12,1
1000078657,Categoria C2,commodity,2935.9,2
1000078658,Categoria C1,commodity,2223.12,1
1000078658,Categoria C2,commodity,6634.82,2
1000078659,Categoria C1,commodity,2223.12,1
1000078659,Categoria C2,commodity,6424.44,2
1000078661,Categoria C1,commodity,2223.12,1
1000078661,Categoria C2,commodity,10333.74,2
1000078672,Categoria C1,commodity,1802.36,1
1000078672,Categoria C2,commodity,879.2,2
1000078674,Categoria C1,commodity,2223.12,1
1000078674,Categoria C2,commodity,10333.74,2
1000078676,Categoria C1,commodity,2223.12,1
1000078676,Categoria C2,commodity,5711.66,2
1000078678,Categoria C1,commodity,2223.12,1
1000078678,Categoria C2,commodity,16808.42,2
1000078679,Categoria C1,commodity,2223.12,1
1000078679,Categoria C2,commodity,4785.36,2
1000078682,Categoria C1,commodity,2223.12,1
1000078682,Categoria C2,commodity,6424.44,2
1000078683,Categoria C1,commodity,2223.12,1
1000078683,Categoria C2,commodity,6424.44,2
1000078685,Categoria C1,commodity,2223.12,1
1000078685,Categoria C2,commodity,1086.44,2
1000078687,Categoria C1,commodity,2223.12,1
1000078687,Categoria C2,commodity,3397.48,2
1000078691,Categoria C1,commodity,2223.12,1
1000078691,Categoria C2,commodity,6424.44,2
1000078693,Categoria C1,commodity,2223.12,1
1000078693,Categoria C2,commodity,1086.44,2
1000078695,Categoria C1,commodity,2223.12,1
1000078695,Categoria C2,commodity,7561.12,2
1000078696,Categoria C1,commodity,1802.36,1
1000078696,Categoria C2,commodity,10126.5,2
1000078699,Categoria C1,commodity,3410.04,1
1000078699,Categoria C2,commodity,10914.64,2
1000078702,Categoria C1,commodity,2223.12,1
1000078702,Categoria C2,commodity,3397.48,2
1000078711,Categoria C1,commodity,2223.12,1
1000078711,Categoria C2,commodity,1086.44,2
1000078712,Categoria C1,commodity,1802.36,1
1000078712,Categoria C2,commodity,7815.46,2
1000078714,Categoria C1,commodity,2223.12,1
