client_id,product_category,product_type,postal_code,province,in_clients_master,client_master_conflict,has_category_potential,potential_value,potential_family_count,has_observed_sales,first_observed_date,last_observed_date,active_days,invoice_count,product_count,purchase_units_total,purchase_value_total,refund_units_total,refund_value_total,non_purchase_signal_count,campaign_purchase_value_total
33731,Categoria C2,commodity,28260,Madrid,True,False,True,16123.9,2,True,2023-03-09,2025-01-27,4,4,2,48,2663.35,0,0.0,0,586.11
36037,Categoria C1,commodity,41909,Sevilla,True,False,True,2223.12,1,True,2022-03-30,2025-02-07,4,4,2,55,3083.99,0,0.0,0,0.0
38042,Categoria C1,commodity,20017,Gipúzkoa,True,False,True,2223.12,1,True,2021-03-15,2025-10-13,15,15,3,42,5065.08,0,0.0,0,0.0
39321,Categoria T1,technical,13730,Ciudad Real,True,False,False,0.0,0,True,2021-05-10,2025-10-22,9,9,6,40,16222.29,0,0.0,0,2524.02
39404,Categoria C1,commodity,12500,Castellón,True,False,True,1802.36,1,True,2021-02-04,2025-08-29,16,16,3,245,21889.86,0,0.0,0,6804.26
41079,Categoria T1,technical,41100,Sevilla,True,False,False,0.0,0,True,2022-05-09,2025-06-10,8,8,4,30,7602.7,0,0.0,0,0.0
41736,Categoria C1,commodity,28943,Madrid,True,False,True,3410.04,1,True,2021-02-17,2025-10-10,20,20,3,231,18579.71,0,0.0,0,0.0
41736,Categoria C2,commodity,28943,Madrid,True,False,True,15539.86,2,True,2021-02-17,2025-12-10,15,15,2,228,8632.85,0,0.0,0,0.0
41803,Categoria T1,technical,19209,Guadalajara,True,False,False,0.0,0,True,2021-04-22,2024-02-15,10,10,2,38,12276.32,0,0.0,0,0.0
42432,Categoria C1,commodity,28021,Madrid,True,False,True,3410.04,1,True,2023-02-01,2025-12-10,8,8,2,86,7112.45,0,0.0,0,0.0
42549,Categoria T1,technical,45004,Toledo,True,False,False,0.0,0,True,2023-09-12,2025-09-12,14,12,4,24,7975.47,0,40.57,4,411.18
1000038497,Categoria C1,commodity,07002,Baleares,True,False,True,3410.04,1,True,2021-02-05,2025-12-15,17,17,4,145,15167.51,0,0.0,0,1204.73
1000042307,Categoria C1,commodity,13700,Ciudad Real,True,False,True,1802.36,1,True,2021-01-05,2025-11-06,28,28,2,100,9237.31,0,0.0,0,279.9
1000043173,Categoria T1,technical,10400,Cáceres,True,False,False,0.0,0,True,2021-01-25,2025-10-03,15,15,4,57,30203.45,0,0.0,0,1684.61
1000059887,Categoria C1,commodity,03160,Alicante,True,False,True,4546.72,1,True,2021-03-05,2025-11-19,20,20,3,158,12501.98,0,0.0,0,1297.01
1000065459,Categoria C1,commodity,33402,Asturias,True,False,True,2223.12,1,True,2021-03-04,2025-10-08,15,15,3,173,16386.37,0,0.0,0,3503.01
1000066370,Categoria T1,technical,28015,Madrid,True,False,False,0.0,0,True,2021-02-22,2025-09-08,20,20,1,64,18163.95,0,0.0,0,806.2
1000067833,Categoria C1,commodity,06207,Badajoz,True,False,True,2223.12,1,True,2021-01-29,2025-12-02,8,8,3,157,10266.43,0,0.0,0,0.0
1000067950,Categoria C1,commodity,07013,Baleares,True,False,True,5683.4,1,True,2021-01-11,2025-11-11,25,25,1,370,21966.65,0,0.0,0,890.72
1000076182,Categoria T1,technical,48940,Vizcaya,True,False,False,0.0,0,True,2021-02-09,2024-01-30,3,3,2,6,3131.9,0,0.0,0,0.0
1000076309,Categoria C1,commodity,27002,Lugo,True,False,True,3410.04,1,True,2021-02-01,2025-12-01,28,28,2,160,10211.52,0,0.0,0,418.94
1000077706,Categoria C2,commodity,46900,Valencia,True,False,True,6292.56,2,True,2021-09-22,2025-12-03,9,9,2,108,4067.38,0,0.0,0,385.84
1000078339,Categoria C2,commodity,16004,Cuenca,True,False,True,24206.26,2,True,2021-02-25,2025-11-17,16,16,2,198,9742.99,0,0.0,0,0.0
1000078629,Categoria C1,commodity,23003,Jaén,True,False,True,2223.12,1,True,2021-07-21,2025-11-06,11,11,3,135,13482.47,0,0.0,0,0.0
1000078679,Categoria C1,commodity,43870,Tarragona,True,False,True,2223.12,1,True,2021-02-01,2025-11-05,23,23,3,150,13385.5,0,0.0,0,466.51
1000079002,Categoria C1,commodity,41210,Sevilla,True,False,True,3410.04,1,True,2021-04-30,2025-10-07,16,16,5,97,8957.45,0,0.0,0,0.0
1000080141,Categoria C2,commodity,11405,Cádiz,True,False,True,20161.94,2,True,2021-01-15,2025-10-02,16,15,2,372,12742.23,0,0.0,2,0.0
1000080518,Categoria T1,technical,08004,Barcelona,True,False,False,0.0,0,True,2021-12-01,2025-11-28,16,16,3,70,20030.8,0,0.0,0,1288.91
1000080635,Categoria T1,technical,39011,Cantabria,True,False,False,0.0,0,True,2021-01-18,2025-09-25,11,11,2,68,20992.3,0,0.0,0,0.0
1000080721,Categoria T1,technical,29007,Málaga,True,False,False,0.0,0,True,2021-01-07,2025-03-18,40,39,5,131,69219.75,0,0.0,1,2306.08
1000080789,Categoria C1,commodity,47006,Valladolid,True,False,True,3410.04,1,True,2021-09-27,2025-12-03,7,7,4,42,4848.77,0,0.0,0,0.0
1000080996,Categoria T1,technical,17300,Girona,True,False,False,0.0,0,True,2021-01-13,2025-11-14,12,12,5,48,20470.63,0,0.0,0,0.0
1000081223,Categoria T1,technical,28007,Madrid,True,False,False,0.0,0,True,2021-02-09,2025-11-27,9,9,3,72,21856.66,0,0.0,0,4665.51
1000081409,Categoria T1,technical,30813,Murcia,True,False,False,0.0,0,True,2021-09-07,2025-10-24,8,8,2,31,10256.94,0,0.0,0,0.0
1000081623,Categoria C1,commodity,46210,Valencia,True,False,True,2223.12,1,True,2023-03-01,2025-10-28,19,19,4,173,14885.75,0,0.0,0,738.03
1000081975,Categoria C1,commodity,30009,Murcia,True,False,True,2223.12,1,True,2022-09-21,2025-07-22,4,4,2,56,4972.16,0,0.0,0,0.0
1000100292,Categoria T1,technical,46008,Valencia,True,False,False,0.0,0,True,2023-06-09,2025-10-14,6,6,4,10,3653.84,0,0.0,0,0.0
1000100334,Categoria C1,commodity,47003,Valladolid,True,False,True,1802.36,1,True,2023-07-03,2024-01-30,2,2,2,10,1169.8,0,0.0,0,0.0
1000100623,Categoria C1,commodity,25528,Lleida,True,False,True,2223.12,1,True,2024-01-30,2024-01-30,1,1,1,2,286.68,0,0.0,0,0.0
1000100626,Categoria T1,technical,17002,Girona,True,False,False,0.0,0,True,2024-01-30,2025-05-20,2,2,2,12,4514.03,0,0.0,0,0.0
553,Categoria T1,technical,46014,Valencia,True,False,False,0.0,0,True,2021-02-23,2025-11-05,18,18,3,41,22364.18,0,0.0,0,2009.38
4767,Categoria C2,commodity,28047,Madrid,True,False,True,53640.62,2,True,2021-01-07,2025-12-04,36,70,1,1260,46120.66,0,0.0,5,0.0
5686,Categoria C1,commodity,23008,Jaén,True,False,True,2223.12,1,True,2021-03-11,2025-10-08,13,13,4,107,9816.35,0,0.0,0,774.2
7608,Categoria T1,technical,19002,Guadalajara,True,False,False,0.0,0,True,2021-03-25,2025-12-17,12,12,9,87,42245.99,0,0.0,0,0.0
9640,Categoria T1,technical,28040,Madrid,True,False,False,0.0,0,True,2021-04-08,2025-10-02,7,7,1,31,8667.68,0,0.0,0,0.0
12284,Categoria C1,commodity,15702,A Coruña,True,False,True,4546.72,1,True,2021-05-04,2025-08-25,11,11,1,69,4733.72,0,0.0,0,0.0
13105,Categoria C1,commodity,08024,Barcelona,True,False,True,2223.12,1,True,2021-05-13,2025-09-09,10,10,3,96,9711.37,0,0.0,0,799.48
17168,Categoria C1,commodity,29008,Málaga,True,False,True,4546.72,1,True,2021-01-13,2025-12-01,17,17,3,88,8159.43,0,0.0,0,1725.87
20565,Categoria T1,technical,25700,Lleida,True,False,False,0.0,0,True,2021-10-25,2024-01-31,5,5,3,18,9811.75,0,0.0,0,0.0
21206,Categoria C1,commodity,40004,Segovia,True,False,True,3410.04,1,True,2022-01-19,2025-11-12,9,9,4,59,6627.87,0,0.0,0,0.0
24879,Categoria C1,commodity,07800,Baleares,True,False,True,4546.72,1,True,2021-01-13,2024-01-31,9,9,2,16,2255.91,0,0.0,0,324.49
24880,Categoria T1,technical,17240,Girona,True,False,False,0.0,0,True,2023-01-27,2025-10-28,11,11,1,42,12591.43,0,0.0,0,1209.31
26468,Categoria T1,technical,28924,Madrid,True,False,False,0.0,0,True,2021-02-01,2025-12-02,30,30,2,135,42714.98,0,0.0,0,2884.12
27193,Categoria C1,commodity,46460,Valencia,True,False,True,2223.12,1,True,2022-01-27,2025-02-28,4,4,2,51,4939.37,0,0.0,0,0.0
27193,Categoria C2,commodity,46460,Valencia,True,False,True,6424.44,2,True,2022-01-27,2025-09-30,5,5,2,57,3085.73,0,0.0,0,0.0
30530,Categoria C1,commodity,28010,Madrid,True,False,True,2223.12,1,True,2021-04-26,2025-03-27,11,11,3,65,6905.21,0,0.0,0,1124.5
30746,Categoria T1,technical,28033,Madrid,True,False,False,0.0,0,True,2022-01-11,2025-09-03,24,24,3,80,26332.04,0,0.0,0,0.0
30763,Categoria C1,commodity,19001,Guadalajara,True,False,True,5683.4,1,True,2021-01-07,2025-12-15,41,41,3,232,22378.31,0,0.0,0,0.0
30763,Categoria C2,commodity,19001,Guadalajara,True,False,True,49015.4,2,True,2021-02-08,2025-12-15,42,41,2,390,24125.75,0,0.0,2,0.0
30763,Categoria T1,technical,19001,Guadalajara,True,False,False,0.0,0,True,2021-01-07,2025-12-15,41,41,5,299,96768.69,0,0.0,0,2006.21
32226,Categoria T1,technical,03202,Alicante,True,False,False,0.0,0,True,2021-05-12,2025-12-19,23,24,8,42,19291.85,0,0.0,0,1933.55
33195,Categoria C1,commodity,03010,Alicante,True,False,True,2223.12,1,True,2021-02-23,2025-12-02,25,25,3,211,21853.13,0,0.0,0,713.85
34853,Categoria C1,commodity,23008,Jaén,True,False,True,2223.12,1,True,2021-03-05,2024-08-30,5,5,3,62,4741.15,0,0.0,0,0.0
36374,Categoria T1,technical,48340,Vizcaya,True,False,False,0.0,0,True,2021-02-09,2025-12-04,46,46,6,396,152315.79,0,0.0,0,0.0
37539,Categoria C1,commodity,28019,Madrid,True,False,True,2223.12,1,True,2021-03-31,2025-11-14,16,16,3,121,11575.39,0,0.0,0,585.05
39083,Categoria T1,technical,50006,Zaragoza,True,False,False,0.0,0,True,2021-01-20,2025-11-03,50,52,8,116,39892.11,0,0.0,0,3421.06
41480,Categoria C1,commodity,08500,Barcelona,True,False,True,2223.12,1,True,2021-01-15,2025-12-17,28,28,4,343,28054.98,0,0.0,0,1200.45
1000037399,Categoria C2,commodity,16004,Cuenca,True,False,True,6424.44,2,True,2024-01-31,2024-01-31,1,1,1,3,314.57,0,0.0,0,0.0
1000041273,Categoria T1,technical,16002,Cuenca,True,False,False,0.0,0,True,2022-04-06,2024-10-09,3,3,1,15,4214.19,0,0.0,0,0.0
1000057225,Categoria T1,technical,08830,Barcelona,True,False,False,0.0,0,True,2022-03-23,2025-02-07,11,11,5,53,18977.1,0,0.0,0,1365.69
1000073701,Categoria C1,commodity,04003,Almería,True,False,True,2223.12,1,True,2021-02-25,2025-11-14,29,29,3,93,8525.2,0,0.0,0,839.54
1000075779,Categoria T1,technical,33402,Asturias,True,False,False,0.0,0,True,2021-02-12,2025-10-29,35,35,4,123,38577.79,0,0.0,0,4307.96
1000075784,Categoria C2,commodity,28011,Madrid,True,False,True,10333.74,2,True,2021-09-16,2025-10-30,12,12,1,75,3207.62,0,0.0,0,0.0
1000076338,Categoria C1,commodity,28003,Madrid,True,False,True,1802.36,1,True,2021-01-08,2025-01-31,25,24,3,89,7762.46,0,0.0,1,241.9
1000077685,Categoria C1,commodity,28009,Madrid,True,False,True,2223.12,1,True,2021-03-05,2025-10-08,16,16,3,83,9489.35,0,0.0,0,689.26
1000077958,Categoria T1,technical,28029,Madrid,True,False,False,0.0,0,True,2023-03-22,2024-11-26,7,7,2,17,5416.24,0,0.0,0,0.0
1000078754,Categoria C2,commodity,07701,Baleares,True,False,True,1086.44,2,True,2021-01-19,2025-11-20,39,38,1,938,29833.69,0,0.0,1,1923.72
1000078897,Categoria C1,commodity,03110,Alicante,True,False,True,1802.36,1,True,2021-03-17,2025-11-11,29,29,2,147,16590.05,0,0.0,0,1124.49
1000078957,Categoria T1,technical,28016,Madrid,True,False,False,0.0,0,True,2021-01-27,2025-10-13,36,36,5,51,31525.58,0,0.0,0,2025.46
1000079403,Categoria C2,commodity,28028,Madrid,True,False,True,12899.12,2,True,2021-02-12,2025-06-23,12,12,2,147,5465.49,0,0.0,0,0.0
1000079430,Categoria C1,commodity,28029,Madrid,True,False,True,1802.36,1,True,2021-02-11,2025-11-14,10,10,3,40,2562.97,0,0.0,0,0.0
1000079480,Categoria T1,technical,45003,Toledo,True,False,False,0.0,0,True,2021-02-04,2025-10-14,16,16,4,31,15144.66,0,0.0,0,0.0
1000079756,Categoria C1,commodity,44002,Teruel,True,False,True,2223.12,1,True,2021-03-08,2025-10-29,22,22,4,119,7524.72,0,0.0,0,653.68
1000079818,Categoria T1,technical,50005,Zaragoza,True,False,False,0.0,0,True,2021-01-19,2025-11-19,11,11,5,18,9352.3,0,0.0,0,0.0
1000080321,Categoria C1,commodity,27001,Lugo,True,False,True,3410.04,1,True,2021-03-23,2025-12-17,22,22,3,306,25963.64,0,0.0,0,0.0
1000080968,Categoria C1,commodity,28024,Madrid,True,False,True,2223.12,1,True,2021-02-24,2025-11-04,25,25,3,90,10291.14,0,0.0,0,0.0
1000081225,Categoria T1,technical,30710,Murcia,True,False,False,0.0,0,True,2021-06-08,2025-12-05,19,19,5,76,25389.77,0,0.0,0,519.45
1000081515,Categoria T1,technical,33206,Asturias,True,False,False,0.0,0,True,2021-07-27,2025-06-04,15,15,1,169,48300.56,0,0.0,0,5115.94
1000082248,Categoria C2,commodity,46004,Valencia,True,False,True,3334.68,2,True,2021-09-17,2025-09-01,9,9,1,216,13756.2,0,0.0,0,0.0
1000082747,Categoria T1,technical,46004,Valencia,True,False,False,0.0,0,True,2022-11-28,2025-12-15,4,4,1,12,3620.52,0,0.0,0,0.0
1000100142,Categoria C1,commodity,24002,León,True,False,True,2223.12,1,True,2023-04-12,2025-08-22,6,6,1,74,5203.07,0,0.0,0,845.54
1000100324,Categoria C2,commodity,47001,Valladolid,True,False,True,1086.44,2,True,2024-01-31,2024-09-09,2,2,2,21,1290.89,0,0.0,0,0.0
1000100482,Categoria C2,commodity,39500,Cantabria,True,False,True,1086.44,2,True,2024-01-31,2024-10-21,3,3,2,12,1235.24,0,0.0,0,0.0
1000100589,Categoria C1,commodity,27002,Lugo,True,False,True,2223.12,1,True,2024-01-31,2025-08-27,3,4,2,19,2199.41,0,0.0,0,0.0
1000100621,Categoria T1,technical,23680,Jaén,True,False,False,0.0,0,True,2024-01-31,2025-05-16,4,4,4,7,4955.45,0,0.0,0,0.0
1000100625,Categoria C1,commodity,14920,Córdoba,True,False,True,3410.04,1,True,2024-01-31,2025-11-26,4,4,2,15,1706.75,0,0.0,0,0.0
1000100631,Categoria T1,technical,28016,Madrid,True,False,False,0.0,0,True,2024-01-31,2025-07-14,6,6,4,13,8236.94,0,0.0,0,0.0
255,Categoria T1,technical,43201,Tarragona,True,False,False,0.0,0,True,2021-02-12,2025-12-19,59,59,4,236,60495.39,0,0.0,0,3067.18
1428,Categoria C1,commodity,30310,Murcia,True,False,True,2223.12,1,True,2021-10-29,2025-01-22,7,7,3,41,4130.27,0,0.0,0,0.0
1428,Categoria C2,commodity,30310,Murcia,True,False,True,6424.44,2,True,2021-10-29,2025-04-11,6,6,2,27,1929.84,0,0.0,0,314.57
1817,Categoria C2,commodity,36211,Pontevedra,True,False,True,3862.2,2,True,2022-07-18,2025-12-01,3,3,2,32,1338.52,0,0.0,0,0.0
2975,Categoria T1,technical,28915,Madrid,True,False,False,0.0,0,True,2021-02-01,2025-11-17,58,58,4,182,68088.49,0,0.0,0,2267.15
4895,Categoria C1,commodity,20180,Gipúzkoa,True,False,True,1802.36,1,True,2024-02-01,2024-11-26,3,3,1,3,266.88,0,0.0,0,0.0
5887,Categoria C1,commodity,06800,Badajoz,True,False,True,2223.12,1,True,2021-04-06,2025-12-01,20,20,3,194,17905.76,0,0.0,0,0.0
8872,Categoria T1,technical,11407,Cádiz,True,False,False,0.0,0,True,2021-02-22,2025-09-22,22,22,2,221,73823.46,0,0.0,0,0.0
10189,Categoria C1,commodity,28001,Madrid,True,False,True,2223.12,1,True,2023-06-20,2024-02-01,2,2,2,10,1004.58,0,0.0,0,0.0
10996,Categoria C1,commodity,04610,Almería,True,False,True,2223.12,1,True,2021-02-15,2025-06-16,10,10,2,42,3380.26,0,0.0,0,342.01
13894,Categoria C1,commodity,41010,Sevilla,True,False,True,3410.04,1,True,2021-01-29,2025-11-28,5,5,4,61,3957.99,0,0.0,0,727.45
13894,Categoria T1,technical,41010,Sevilla,True,False,False,0.0,0,True,2021-05-06,2024-02-01,4,4,2,8,3002.09,0,0.0,0,0.0
15442,Categoria C1,commodity,04003,Almería,True,False,True,3410.04,1,True,2022-02-02,2025-09-15,6,6,3,30,2408.44,0,0.0,0,0.0
15442,Categoria C2,commodity,04003,Almería,True,False,True,12764.1,2,True,2021-03-09,2025-09-15,11,11,2,192,7600.15,0,0.0,0,0.0
16827,Categoria C1,commodity,41014,Sevilla,True,False,True,2223.12,1,True,2021-07-02,2025-09-29,10,10,2,51,5782.8,0,0.0,0,567.71
17963,Categoria C1,commodity,36202,Pontevedra,True,False,True,9093.44,1,True,2021-01-27,2025-11-13,34,34,3,514,36838.4,0,0.0,0,1029.01
19583,Categoria T1,technical,28921,Madrid,True,False,False,0.0,0,True,2021-01-21,2025-12-03,53,53,4,269,90669.63,0,0.0,0,4042.53
21160,Categoria C1,commodity,31008,Navarra,True,False,True,2223.12,1,True,2021-09-03,2024-02-01,3,3,2,12,1035.07,0,0.0,0,0.0
21347,Categoria C1,commodity,03160,Alicante,True,False,True,3410.04,1,True,2021-04-29,2025-10-29,8,8,2,120,10835.26,0,0.0,0,0.0
21806,Categoria T1,technical,28029,Madrid,True,False,False,0.0,0,True,2021-09-08,2025-10-15,5,5,1,12,10036.44,0,0.0,0,0.0
25266,Categoria C2,commodity,28012,Madrid,True,False,True,8484.28,2,True,2021-03-16,2025-01-23,13,13,2,141,5586.38,0,0.0,0,868.8
28050,Categoria T1,technical,12194,Castellón,True,False,False,0.0,0,True,2021-01-07,2025-07-02,17,17,5,117,42122.64,0,0.0,0,1048.76
30231,Categoria T1,technical,18194,Granada,True,False,False,0.0,0,True,2021-01-19,2024-02-01,14,14,2,31,10451.04,0,0.0,0,1158.95
30232,Categoria C1,commodity,28041,Madrid,True,False,True,2223.12,1,True,2022-03-25,2025-07-07,5,5,1,7,511.52,0,0.0,0,153.89
30886,Categoria C1,commodity,47400,Valladolid,True,False,True,1802.36,1,True,2021-01-25,2025-09-19,15,15,2,148,12203.79,0,0.0,0,0.0
33929,Categoria C2,commodity,41020,Sevilla,True,False,True,10333.74,2,True,2021-02-24,2025-10-07,23,22,2,279,9344.62,0,0.0,1,360.22
34365,Categoria T1,technical,33004,Asturias,True,False,False,0.0,0,True,2021-01-07,2025-12-17,47,47,2,1022,276625.09,0,0.0,0,0.0
34441,Categoria C1,commodity,08006,Barcelona,True,False,True,2223.12,1,True,2021-02-15,2025-10-31,27,27,3,185,14508.45,0,0.0,0,0.0
34686,Categoria C2,commodity,08560,Barcelona,True,False,True,19672.1,2,True,2021-01-20,2025-08-01,32,31,2,336,23289.56,0,0.0,2,779.03
37271,Categoria C1,commodity,21004,Huelva,True,False,True,3410.04,1,True,2021-02-26,2025-10-20,20,20,4,514,43989.28,0,0.0,0,0.0
41088,Categoria C2,commodity,09004,Burgos,True,False,True,8603.6,2,True,2021-02-11,2025-09-18,14,14,1,63,5402.85,0,0.0,0,247.12
41480,Categoria T1,technical,08500,Barcelona,True,False,False,0.0,0,True,2021-06-07,2025-08-28,11,11,5,53,20914.38,0,0.0,0,2975.0
41482,Categoria T1,technical,13630,Ciudad Real,True,False,False,0.0,0,True,2022-01-18,2025-10-20,31,29,3,95,30950.78,0,264.04,17,2614.65
41491,Categoria C1,commodity,07005,Baleares,True,False,True,0.0,1,True,2021-01-15,2025-11-25,25,25,3,86,8389.7,0,0.0,0,709.71
41739,Categoria T1,technical,28046,Madrid,True,False,False,0.0,0,True,2021-01-28,2024-10-29,11,11,4,44,20316.44,0,0.0,0,2435.54
42013,Categoria C1,commodity,04770,Almería,True,False,True,1802.36,1,True,2021-04-08,2025-12-16,10,10,5,59,6368.75,0,0.0,0,0.0
42490,Categoria C1,commodity,13200,Ciudad Real,True,False,True,2223.12,1,True,2023-04-04,2025-09-01,7,8,3,32,3685.65,0,0.0,0,0.0
42736,Categoria C1,commodity,23740,Cádiz,True,False,True,3410.04,1,True,2024-02-01,2025-11-06,9,9,1,58,4891.86,0,0.0,0,0.0
42776,Categoria C1,commodity,06006,Badajoz,True,False,True,2223.12,1,True,2024-02-01,2025-12-29,12,12,4,108,11812.35,0,0.0,0,0.0
1000037487,Categoria T1,technical,08600,Barcelona,True,False,False,0.0,0,True,2024-02-01,2024-02-01,1,1,1,1,645.36,0,0.0,0,0.0
1000040574,Categoria C1,commodity,45930,Toledo,True,False,True,1802.36,1,True,2021-01-07,2025-11-27,29,29,3,137,12371.93,0,0.0,0,0.0
1000041067,Categoria C2,commodity,48901,Vizcaya,True,False,True,12183.2,2,True,2021-02-11,2025-11-13,16,16,2,372,23918.08,0,0.0,0,2418.74
1000070581,Categoria C2,commodity,28006,Madrid,True,False,True,24206.26,2,True,2021-07-07,2025-10-29,28,28,1,336,10634.58,0,0.0,0,385.84
1000071166,Categoria C1,commodity,33003,Asturias,True,False,True,2223.12,1,True,2022-11-14,2025-05-15,3,3,2,3,419.78,0,0.0,0,0.0
1000072768,Categoria C1,commodity,28026,Madrid,True,False,True,2223.12,1,True,2021-04-30,2025-10-21,11,11,2,105,6852.39,0,0.0,0,1023.67
1000075214,Categoria T1,technical,03560,Alicante,True,False,False,0.0,0,True,2021-03-23,2024-04-02,8,8,4,12,4368.83,0,0.0,0,0.0
1000076656,Categoria T1,technical,28031,Madrid,True,False,False,0.0,0,True,2021-06-02,2025-11-06,14,14,1,70,19673.61,0,0.0,0,0.0
1000077781,Categoria C1,commodity,45200,Toledo,True,False,True,2223.12,1,True,2021-02-18,2025-12-23,23,23,5,358,28450.2,0,0.0,0,0.0
1000078575,Categoria T1,technical,41018,Sevilla,True,False,False,0.0,0,True,2021-01-26,2025-10-09,9,9,6,26,12445.67,0,0.0,0,0.0
1000078813,Categoria C1,commodity,50014,Zaragoza,True,False,True,3410.04,1,True,2021-03-11,2025-05-09,9,9,4,147,12989.19,0,0.0,0,0.0
1000078946,Categoria C1,commodity,21800,Huelva,True,False,True,2223.12,1,True,2021-02-01,2025-12-29,12,12,2,205,17855.49,0,0.0,0,0.0
1000079066,Categoria C1,commodity,28140,Madrid,True,False,True,2223.12,1,True,2021-06-04,2025-11-12,12,12,3,69,7618.01,0,0.0,0,609.19
1000079067,Categoria C1,commodity,30007,Murcia,True,False,True,2223.12,1,True,2021-03-23,2025-09-09,19,19,3,57,8059.11,0,0.0,0,413.35
1000079181,Categoria C1,commodity,13200,Ciudad Real,True,False,True,2223.12,1,True,2021-02-04,2025-12-17,25,25,3,51,3853.61,0,0.0,0,0.0
1000080295,Categoria T1,technical,45600,Toledo,True,False,False,0.0,0,True,2021-03-17,2024-04-10,12,12,6,28,16689.53,0,0.0,0,0.0
1000080459,Categoria C1,commodity,08912,Barcelona,True,False,True,2223.12,1,True,2023-09-01,2025-12-12,10,10,3,55,6304.72,0,0.0,0,0.0
1000080885,Categoria C1,commodity,27002,Lugo,True,False,True,2223.12,1,True,2021-06-23,2025-11-12,8,8,4,84,8029.4,0,0.0,0,0.0
1000081101,Categoria C1,commodity,21440,Huelva,True,False,True,3410.04,1,True,2021-03-04,2025-08-29,8,8,4,122,10710.58,0,0.0,0,0.0
1000081410,Categoria C1,commodity,41500,Sevilla,True,False,True,3410.04,1,True,2021-02-16,2025-09-10,17,16,3,341,29109.23,0,0.0,1,0.0
1000081601,Categoria C1,commodity,17600,Girona,True,False,True,2223.12,1,True,2021-02-11,2025-12-10,12,12,4,120,12260.0,0,0.0,0,0.0
1000082039,Categoria T1,technical,03420,Alicante,True,False,False,0.0,0,True,2021-04-01,2025-12-09,11,11,4,80,27523.83,0,0.0,0,0.0
1000082093,Categoria C1,commodity,08700,Barcelona,True,False,True,4546.72,1,True,2021-05-13,2025-12-09,16,17,3,123,10026.82,0,0.0,4,0.0
1000082093,Categoria T1,technical,08700,Barcelona,True,False,False,0.0,0,True,2021-05-13,2025-12-09,17,17,2,85,25207.47,0,0.0,1,1504.85
1000082116,Categoria T1,technical,41927,Sevilla,True,False,False,0.0,0,True,2021-05-18,2024-09-30,8,8,2,14,5400.63,0,0.0,0,0.0
1000082389,Categoria C1,commodity,28001,Madrid,True,False,True,4546.72,1,True,2022-04-22,2025-11-06,14,14,2,91,10102.89,0,0.0,0,688.04
1000082390,Categoria T1,technical,46530,Valencia,True,False,False,0.0,0,True,2022-01-25,2024-10-15,5,5,1,12,3740.27,0,0.0,0,0.0
1000082573,Categoria C1,commodity,24640,León,True,False,True,1802.36,1,True,2022-09-21,2025-10-07,8,8,1,11,1581.43,0,0.0,0,0.0
1000100035,Categoria C1,commodity,50003,Zaragoza,True,False,True,1802.36,1,True,2022-01-31,2025-06-23,8,8,2,49,5480.86,0,0.0,1,1290.07
1000100633,Categoria T1,technical,09005,Burgos,True,False,False,0.0,0,True,2024-02-01,2024-04-04,2,2,4,7,3787.51,0,0.0,0,0.0
1000100634,Categoria T1,technical,20750,Gipúzkoa,True,False,False,0.0,0,True,2024-02-01,2025-12-17,15,15,3,37,17372.32,0,0.0,0,0.0
433,Categoria T1,technical,41010,Sevilla,True,False,False,0.0,0,True,2021-01-19,2025-08-19,26,26,4,100,36192.39,0,0.0,0,0.0
728,Categoria T1,technical,44001,Teruel,True,False,False,0.0,0,True,2021-03-17,2025-11-12,11,11,5,18,6346.99,0,0.0,0,0.0
1394,Categoria T1,technical,30500,Murcia,True,False,False,0.0,0,True,2021-11-04,2025-10-29,21,21,6,74,27124.72,0,0.0,0,1521.05
5430,Categoria C1,commodity,25004,Lleida,True,False,True,3410.04,1,True,2021-04-15,2025-05-28,12,12,2,133,8602.15,0,0.0,0,0.0
5776,Categoria C1,commodity,33980,Asturias,True,False,True,2223.12,1,True,2024-02-02,2025-04-03,2,2,2,30,2022.67,0,0.0,0,0.0
7733,Categoria C1,commodity,46018,Valencia,True,False,True,3410.04,1,True,2021-04-30,2025-10-21,18,18,5,221,19811.4,0,0.0,0,1290.07
7733,Categoria C2,commodity,46018,Valencia,True,False,True,10914.64,2,True,2022-03-01,2025-12-23,26,26,2,345,15998.24,0,0.0,0,1328.03
7941,Categoria C1,commodity,28902,Madrid,True,False,True,2223.12,1,True,2021-01-18,2025-11-13,20,20,4,164,14856.79,0,0.0,0,993.5
8173,Categoria C1,commodity,29603,Málaga,True,False,True,6820.08,1,True,2021-01-20,2025-11-05,31,31,2,143,14175.95,0,0.0,0,385.78
11608,Categoria C1,commodity,12540,Castellón,True,False,True,4546.72,1,True,2021-01-08,2025-12-10,24,24,3,248,16448.74,0,0.0,0,576.44
12472,Categoria C2,commodity,19001,Guadalajara,True,False,True,20161.94,2,True,2021-02-25,2025-10-23,11,11,1,132,4931.44,0,0.0,0,0.0
14674,Categoria C2,commodity,04005,Almería,True,False,True,12764.1,2,True,2021-02-09,2025-11-21,32,32,2,432,14933.61,0,0.0,0,0.0
16706,Categoria C1,commodity,28230,Madrid,True,False,True,2223.12,1,True,2021-05-07,2025-04-25,8,8,3,80,8154.57,0,0.0,0,0.0
