client_id,family,n_purchases,first_purchase_date,last_purchase_date,days_since_last_purchase,mean_ipt,median_ipt,std_ipt,cv_ipt,total_units,total_value,avg_units_per_purchase,avg_value_per_purchase,units_3m,units_6m,usage_type,expected_next_purchase_date,expected_next_purchase_days,delay_days,volume_change_3m_vs_6m,anomaly_frequency_drop,anomaly_volume_drop,anomaly_total_disappearance,anomaly_significant_delay,total_anomalies,risk_level,priority,churn_probability
27345,Familia T1,8,2022-10-11,2024-03-08,792,73.42857142857143,48.0,60.01632430991979,0.8173429380728375,9,6899.43,1.125,862.42875,0,0,PUNTUAL,2024-05-20 10:17:08.571429,73.42857142857143,719,0.0,True,False,True,True,3,ROJO,1,0.625
27364,Familia T1,8,2022-02-07,2025-11-14,176,196.57142857142858,148.0,169.62720228519373,0.8629290813927006,20,5193.0599999999995,2.5,649.1324999999999,0,3,PUNTUAL,2026-05-29 13:42:51.428571,196.57142857142858,-20,-99.99996666667778,False,True,False,False,1,AMARILLO,3,0.3749999000000333
27366,Familia T1,2,2025-11-17,2025-12-02,158,15.0,15.0,0.0,0.0,2,935.1,1.0,467.55,0,2,SISTEMATICO,2025-12-17 00:00:00.000000,15.0,143,-99.999950000025,True,True,True,True,4,ROJO,1,0.99
27392,Familia T1,14,2021-03-17,2025-10-02,219,127.6923076923077,123.0,62.52554507545095,0.4896578831210014,21,6719.55,1.5,479.96785714285716,0,0,PUNTUAL,2026-02-06 16:36:55.384615,127.6923076923077,91,0.0,True,False,False,False,1,AMARILLO,3,0.3578451882845189
27392,Familia T2,4,2022-11-10,2025-10-02,219,352.3333333333333,20.0,472.11321617689214,1.3399618245323335,4,2006.74,1.0,501.685,0,0,PUNTUAL,2026-09-19 08:00:00.000000,352.3333333333333,-133,0.0,False,False,False,False,0,VERDE,4,0.0
27400,Familia T1,18,2021-09-21,2025-08-12,270,83.58823529411765,59.0,68.74424795062914,0.82241535197797,19,14355.89,1.0555555555555556,797.5494444444444,0,0,PUNTUAL,2025-11-03 14:07:03.529412,83.58823529411765,187,0.0,True,False,True,True,3,ROJO,1,0.625
27400,Familia T2,7,2021-03-22,2023-02-24,1170,117.33333333333333,140.5,73.82336275792974,0.6291763871414467,9,4116.54,1.2857142857142858,588.0771428571428,0,0,PUNTUAL,2023-06-21 08:00:00.000000,117.33333333333333,1053,0.0,True,False,True,True,3,ROJO,1,0.625
27421,Familia T1,14,2021-04-23,2025-09-12,239,123.3076923076923,106.0,80.3792784389538,0.6518594009397377,33,27949.839999999993,2.357142857142857,1996.4171428571424,0,0,PUNTUAL,2026-01-13 07:23:04.615385,123.3076923076923,116,0.0,True,False,False,False,1,AMARILLO,3,0.44826732673267333
27421,Familia T2,13,2021-04-23,2025-09-12,239,133.58333333333334,129.0,81.00355787796539,0.6063897033908825,29,13527.0,2.230769230769231,1040.5384615384614,0,0,PUNTUAL,2026-01-23 14:00:00.000000,133.58333333333334,106,0.0,True,False,False,False,1,AMARILLO,3,0.39004643962848295
27445,Familia T1,30,2021-03-26,2025-11-20,170,58.62068965517241,47.0,62.72843154154507,1.0700732439440042,93,21082.81,3.1,702.7603333333334,0,6,PUNTUAL,2026-01-17 14:53:47.586207,58.62068965517241,112,-99.9999833333361,True,True,True,False,3,ROJO,1,0.9249999500000082
27445,Familia T2,41,2021-03-26,2025-11-20,170,42.5,0.0,58.31166264136189,1.372039120973221,72,25966.29,1.7560975609756098,633.3241463414635,0,4,PUNTUAL,2026-01-01 12:00:00.000000,42.5,128,-99.99997500000624,True,True,True,True,4,ROJO,1,0.99
27447,Familia T1,12,2021-07-16,2025-09-08,243,137.72727272727272,110.0,147.26790115549213,1.0692718895778306,14,5831.240000000001,1.1666666666666667,485.9366666666667,0,0,PUNTUAL,2026-01-23 17:27:16.363636,137.72727272727272,105,0.0,True,False,False,False,1,AMARILLO,3,0.3777522935779817
27451,Familia T1,28,2021-05-31,2025-09-10,241,57.888888888888886,26.0,81.16892916460334,1.402150407833839,61,17561.279999999995,2.1785714285714284,627.1885714285712,0,0,PUNTUAL,2025-11-06 21:20:00.000000,57.888888888888886,183,0.0,True,False,True,True,3,ROJO,1,0.625
27451,Familia T2,12,2021-08-17,2022-07-29,1380,31.454545454545453,6.0,38.153669277526156,1.212977925008057,18,7434.43,1.5,619.5358333333334,0,0,PUNTUAL,2022-08-29 10:54:32.727273,31.454545454545453,1349,0.0,True,False,True,True,3,ROJO,1,0.625
27465,Familia T1,29,2021-06-02,2025-11-21,169,58.32142857142857,55.5,43.960252803306446,0.7537581619672875,51,21545.180000000004,1.7586206896551724,742.9372413793105,0,1,PUNTUAL,2026-01-18 07:42:51.428571,58.32142857142857,111,-99.99990000010001,True,True,True,True,4,ROJO,1,0.99
27489,Familia T1,8,2024-03-28,2025-12-02,158,87.71428571428571,40.0,107.19636758999717,1.2221084252931274,23,6913.0599999999995,2.875,864.1324999999999,0,5,PUNTUAL,2026-02-27 17:08:34.285714,87.71428571428571,70,-99.999980000004,True,True,False,False,2,NARANJA,2,0.7656199077938929
27498,Familia T1,13,2021-02-18,2025-05-20,354,129.33333333333334,119.5,83.61950862222416,0.6465425924398774,25,9685.769999999999,1.9230769230769231,745.0592307692307,0,0,PUNTUAL,2025-09-26 08:00:00.000000,129.33333333333334,225,0.0,True,False,True,True,3,ROJO,1,0.625
27498,Familia T2,9,2021-07-02,2025-05-20,354,177.25,144.0,117.4763274025878,0.6627719458538098,20,9081.72,2.2222222222222223,1009.0799999999999,0,0,PUNTUAL,2025-11-13 06:00:00.000000,177.25,177,0.0,True,False,False,False,1,AMARILLO,3,0.472194950911641
27529,Familia T1,3,2021-09-09,2022-09-29,1318,192.5,192.5,135.5,0.7038961038961039,12,5589.700000000001,4.0,1863.2333333333336,0,0,PUNTUAL,2023-04-09 12:00:00.000000,192.5,1126,0.0,True,False,True,True,3,ROJO,1,0.625
27540,Familia T1,4,2021-05-04,2025-07-23,290,513.6666666666666,452.0,184.44933059123733,0.35908370653712657,21,7973.900000000001,5.25,1993.4750000000001,0,0,PUNTUAL,2026-12-18 16:00:00.000000,513.6666666666666,-224,0.0,False,False,False,False,0,VERDE,4,0.0
27566,Familia T1,9,2021-02-09,2025-03-20,415,187.5,185.5,58.023702053557386,0.3094597442856394,35,9602.49,3.888888888888889,1066.9433333333334,0,0,PUNTUAL,2025-09-23 12:00:00.000000,187.5,228,0.0,True,False,True,True,3,ROJO,1,0.625
27566,Familia T2,9,2021-02-09,2025-03-20,415,187.5,185.5,58.023702053557386,0.3094597442856394,19,8391.71,2.111111111111111,932.4122222222221,0,0,PUNTUAL,2025-09-23 12:00:00.000000,187.5,228,0.0,True,False,True,True,3,ROJO,1,0.625
27616,Familia T1,4,2021-06-10,2022-04-08,1492,100.66666666666667,88.0,87.82305442700618,0.8724144479503925,10,3432.0599999999995,2.5,858.0149999999999,0,0,PUNTUAL,2022-07-17 16:00:00.000000,100.66666666666667,1391,0.0,True,False,True,True,3,ROJO,1,0.625
27616,Familia T2,10,2021-06-10,2022-10-18,1299,55.0,24.0,61.05553028004734,1.1101005505463153,23,9759.39,2.3,975.939,0,0,PUNTUAL,2022-12-12 00:00:00.000000,55.0,1244,0.0,True,False,True,True,3,ROJO,1,0.625
27626,Familia T1,23,2021-01-04,2022-12-19,1237,32.45454545454545,14.0,66.57308169682075,2.051271424832012,32,6987.6,1.391304347826087,303.8086956521739,0,0,PUNTUAL,2023-01-20 10:54:32.727273,32.45454545454545,1205,0.0,True,False,True,True,3,ROJO,1,0.625
27626,Familia T2,19,2021-01-04,2021-12-30,1591,20.0,8.5,33.414900202687356,1.6707450101343677,16,5643.28,0.8421052631578947,297.01473684210526,0,0,PUNTUAL,2022-01-19 00:00:00.000000,20.0,1571,0.0,True,False,True,True,3,ROJO,1,0.625
27643,Familia T1,12,2021-01-11,2025-11-13,177,160.63636363636363,135.0,113.65119903160863,0.7075060494327645,29,10029.640000000001,2.4166666666666665,835.8033333333334,0,2,PUNTUAL,2026-04-22 15:16:21.818182,160.63636363636363,17,-99.999950000025,False,True,False,False,1,AMARILLO,3,0.41706959128241466
27643,Familia T2,3,2021-04-07,2025-11-14,176,841.0,841.0,489.0,0.5814506539833532,6,2758.33,2.0,919.4433333333333,0,2,PUNTUAL,2028-03-04 00:00:00.000000,841.0,-665,-99.999950000025,False,True,False,False,1,AMARILLO,3,0.37499985000007496
27665,Familia T1,22,2021-01-29,2025-11-13,177,83.28571428571429,63.0,75.25394649176238,0.9035636800040079,51,13736.229999999996,2.3181818181818183,624.3740909090907,0,2,PUNTUAL,2026-02-04 06:51:25.714286,83.28571428571429,94,-99.999950000025,True,True,False,False,2,NARANJA,2,0.849999850000075
27665,Familia T2,21,2021-01-29,2025-11-13,177,87.45,69.5,56.7886212193957,0.6493838904447764,55,23402.869999999995,2.619047619047619,1114.4223809523808,0,2,PUNTUAL,2026-02-08 10:48:00.000000,87.45,90,-99.999950000025,True,True,False,False,2,NARANJA,2,0.849999850000075
27678,Familia T1,38,2021-10-15,2025-05-16,358,35.37837837837838,18.0,52.49882951145717,1.483924134395657,62,44258.04,1.631578947368421,1164.6852631578947,0,0,PUNTUAL,2025-06-20 09:04:51.891892,35.37837837837838,323,0.0,True,False,True,True,3,ROJO,1,0.625
27678,Familia T2,9,2021-01-21,2022-08-30,1348,73.25,34.0,88.10611499776846,1.2028138566248254,19,7491.0199999999995,2.111111111111111,832.3355555555555,0,0,PUNTUAL,2022-11-11 06:00:00.000000,73.25,1275,0.0,True,False,True,True,3,ROJO,1,0.625
27691,Familia T1,7,2021-01-28,2025-10-21,200,287.8333333333333,256.5,180.3555901237577,0.6265973021091756,37,18629.25,5.285714285714286,2661.3214285714284,0,0,PUNTUAL,2026-08-04 20:00:00.000000,287.8333333333333,-88,0.0,False,False,False,False,0,VERDE,4,0.0
27691,Familia T2,7,2021-01-28,2025-10-21,200,287.8333333333333,256.5,180.3555901237577,0.6265973021091756,20,8547.07,2.857142857142857,1221.01,0,0,PUNTUAL,2026-08-04 20:00:00.000000,287.8333333333333,-88,0.0,False,False,False,False,0,VERDE,4,0.0
27694,Familia T1,144,2021-02-12,2025-12-12,148,12.335664335664335,1.0,18.140455910549058,1.4705698385535801,454,92628.71999999999,3.1527777777777777,643.2549999999999,0,12,PUNTUAL,2025-12-24 08:03:21.398601,12.335664335664335,136,-99.99999166666737,True,True,True,True,4,ROJO,1,0.99
27694,Familia T2,141,2021-01-08,2025-12-12,148,12.85,4.0,20.572840973338753,1.6009992975360898,262,92818.64000000001,1.8581560283687943,658.2882269503547,0,4,PUNTUAL,2025-12-24 20:24:00.000000,12.85,135,-99.99997500000624,True,True,True,True,4,ROJO,1,0.99
27701,Familia T1,9,2021-05-21,2025-12-16,144,208.75,55.0,403.1041273666148,1.9310377358879751,49,13107.26,5.444444444444445,1456.3622222222223,0,7,PUNTUAL,2026-07-12 18:00:00.000000,208.75,-65,-99.99998571428776,False,True,False,False,1,AMARILLO,3,0.37499995714286327
27735,Familia T1,5,2023-03-31,2025-01-14,480,163.75,185.5,44.56666355023674,0.2721628308411404,11,9400.82,2.2,1880.164,0,0,PUNTUAL,2025-06-26 18:00:00.000000,163.75,316,0.0,True,False,True,True,3,ROJO,1,0.625
27760,Familia T1,7,2021-09-27,2025-06-11,332,225.5,197.0,117.82578948034538,0.5225090442587378,8,5499.37,1.1428571428571428,785.6242857142857,0,0,PUNTUAL,2026-01-22 12:00:00.000000,225.5,107,0.0,False,False,False,False,0,AMARILLO,3,0.18896247240618103
27841,Familia T1,4,2021-04-27,2025-02-03,460,459.3333333333333,31.0,627.8026937041783,1.366769289631738,8,5966.92,2.0,1491.73,0,0,PUNTUAL,2026-05-08 08:00:00.000000,459.3333333333333,1,0.0,False,False,False,False,0,AMARILLO,3,0.0008689355539464157
27842,Familia T1,5,2021-10-04,2023-11-06,915,190.75,163.5,129.47272878872988,0.6787561142266311,6,2963.25,1.2,592.65,0,0,PUNTUAL,2024-05-14 18:00:00.000000,190.75,724,0.0,True,False,True,True,3,ROJO,1,0.625
27862,Familia T1,6,2024-05-31,2025-09-23,228,96.0,112.0,45.790828776076985,0.4769877997508019,23,7255.13,3.8333333333333335,1209.1883333333333,0,0,MIXTO,2025-12-28 00:00:00.000000,96.0,132,0.0,True,False,True,True,3,ROJO,1,0.625
27923,Familia T1,2,2021-02-24,2021-06-10,1794,106.0,106.0,0.0,0.0,6,1726.62,3.0,863.31,0,0,SISTEMATICO,2021-09-24 00:00:00.000000,106.0,1688,0.0,True,False,True,True,3,ROJO,1,0.625
27932,Familia T1,2,2021-09-24,2021-11-26,1625,63.0,63.0,0.0,0.0,2,447.64,1.0,223.82,0,0,SISTEMATICO,2022-01-28 00:00:00.000000,63.0,1562,0.0,True,False,True,True,3,ROJO,1,0.625
27949,Familia T1,10,2021-02-22,2025-07-16,297,178.33333333333334,180.0,78.88106377466156,0.44232372210090587,67,17573.39,6.7,1757.339,0,0,PUNTUAL,2026-01-10 08:00:00.000000,178.33333333333334,119,0.0,True,False,False,False,1,AMARILLO,3,0.3404275092936803
27979,Familia T1,2,2023-08-04,2023-09-25,957,52.0,52.0,0.0,0.0,0,64.47000000000003,0.0,32.235000000000014,0,0,SISTEMATICO,2023-11-16 00:00:00.000000,52.0,905,0.0,True,False,True,True,3,ROJO,1,0.625
27995,Familia T1,9,2024-02-29,2025-06-05,338,57.75,60.5,18.7533330370897,0.32473303960328487,100,45491.66,11.11111111111111,5054.628888888889,0,0,MIXTO,2025-08-01 18:00:00.000000,57.75,280,0.0,True,False,True,True,3,ROJO,1,0.625
28005,Familia T1,16,2022-11-04,2025-11-24,166,74.4,76.0,37.68960953189442,0.5065807732781508,37,10833.2,2.3125,677.075,0,3,PUNTUAL,2026-02-06 09:36:00.000000,74.4,92,-99.99996666667778,True,True,False,True,3,NARANJA,2,0.9249999000000333
28005,Familia T2,11,2021-06-01,2024-07-02,676,112.7,86.5,139.47476474258704,1.2375755522855993,21,9541.169999999998,1.9090909090909092,867.3790909090908,0,0,PUNTUAL,2024-10-22 16:48:00.000000,112.7,563,0.0,True,False,True,True,3,ROJO,1,0.625
28036,Familia T1,5,2021-01-14,2025-02-13,450,372.75,400.5,160.72394812223845,0.4311843007974204,18,11332.390000000001,3.6,2266.478,0,0,PUNTUAL,2026-02-20 18:00:00.000000,372.75,77,0.0,False,False,False,False,0,AMARILLO,3,0.08240802675585285
28050,Familia T1,23,2021-01-07,2025-07-02,311,74.4090909090909,44.0,81.44694820495626,1.0945832990281232,83,27534.93,3.608695652173913,1197.1708695652173,0,0,PUNTUAL,2025-09-14 09:49:05.454545,74.4090909090909,237,0.0,True,False,True,True,3,ROJO,1,0.625
28050,Familia T2,9,2022-01-17,2025-07-02,311,157.75,108.5,147.29286303144494,0.9337107006747698,34,14587.710000000001,3.7777777777777777,1620.8566666666668,0,0,PUNTUAL,2025-12-06 18:00:00.000000,157.75,153,0.0,True,False,False,False,1,AMARILLO,3,0.4605118110236221
28057,Familia T1,2,2021-03-08,2023-02-07,1187,701.0,701.0,0.0,0.0,10,2742.5699999999997,5.0,1371.2849999999999,0,0,PUNTUAL,2025-01-08 00:00:00.000000,701.0,486,0.0,True,False,False,True,2,NARANJA,2,0.42692307692307696
28064,Familia T1,2,2021-11-03,2022-10-06,1311,337.0,337.0,0.0,0.0,2,607.53,1.0,303.765,0,0,PUNTUAL,2023-09-08 00:00:00.000000,337.0,974,0.0,True,False,True,True,3,ROJO,1,0.625
28069,Familia T1,10,2021-02-19,2025-09-04,247,184.22222222222223,122.0,176.9581104089501,0.9605687537277146,15,14069.09,1.5,1406.909,0,0,PUNTUAL,2026-03-07 05:20:00.000000,184.22222222222223,63,0.0,False,False,False,False,0,AMARILLO,3,0.13605278944211158
28071,Familia T1,9,2021-06-16,2023-02-10,1184,75.5,52.0,66.35322147416808,0.8788506155518951,9,2665.5099999999998,1.0,296.16777777777776,0,0,PUNTUAL,2023-04-26 12:00:00.000000,75.5,1109,0.0,True,False,True,True,3,ROJO,1,0.625
28105,Familia T1,36,2021-01-19,2025-12-10,150,51.02857142857143,35.0,36.46876214303,0.7146733902609461,88,23212.879999999994,2.4444444444444446,644.8022222222221,0,3,PUNTUAL,2026-01-30 00:41:08.571429,51.02857142857143,99,-99.99996666667778,True,True,True,True,4,ROJO,1,0.99
28105,Familia T2,21,2021-01-19,2025-12-10,150,89.3,65.5,62.81488677057374,0.7034141855607362,33,14025.039999999997,1.5714285714285714,667.8590476190475,0,1,PUNTUAL,2026-03-09 07:12:00.000000,89.3,61,-99.99990000010001,True,True,False,False,2,NARANJA,2,0.7202101097455935
28119,Familia T1,3,2025-04-22,2025-11-03,187,97.5,97.5,86.5,0.8871794871794871,9,2549.21,3.0,849.7366666666667,0,0,PUNTUAL,2026-02-08 12:00:00.000000,97.5,90,0.0,True,False,False,False,1,AMARILLO,3,0.44048223350253807
28127,Familia T1,6,2021-02-18,2022-04-20,1480,85.2,31.0,122.7214732636469,1.4403928786813016,14,4476.45,2.3333333333333335,746.0749999999999,0,0,PUNTUAL,2022-07-14 04:48:00.000000,85.2,1395,0.0,True,False,True,True,3,ROJO,1,0.625
28127,Familia T2,2,2022-04-19,2022-04-20,1480,1.0,1.0,0.0,0.0,3,1558.3500000000001,1.5,779.1750000000001,0,0,SISTEMATICO,2022-04-21 00:00:00.000000,1.0,1479,0.0,True,False,True,True,3,ROJO,1,0.625
28140,Familia T1,2,2021-06-29,2022-04-05,1495,280.0,280.0,0.0,0.0,6,1504.87,3.0,752.435,0,0,PUNTUAL,2023-01-10 00:00:00.000000,280.0,1215,0.0,True,False,True,True,3,ROJO,1,0.625
28196,Familia T1,8,2021-01-05,2024-12-10,515,205.0,204.0,35.753121741824366,0.17440547191133837,46,12695.27,5.75,1586.90875,0,0,PUNTUAL,2025-07-03 00:00:00.000000,205.0,310,0.0,True,False,True,True,3,ROJO,1,0.625
28196,Familia T2,4,2021-01-05,2024-03-22,778,390.6666666666667,231.0,286.5034419029241,0.7333705850757443,6,2670.0999999999995,1.5,667.5249999999999,0,0,PUNTUAL,2025-04-16 16:00:00.000000,390.6666666666667,387,0.0,True,False,False,False,1,AMARILLO,3,0.4702340425531915
28201,Familia T1,2,2023-03-29,2025-09-16,235,902.0,902.0,0.0,0.0,2,1779.31,1.0,889.655,0,0,PUNTUAL,2028-03-06 00:00:00.000000,902.0,-667,0.0,False,False,False,False,0,VERDE,4,0.0
28215,Familia T1,31,2021-01-25,2025-10-03,218,57.06666666666667,47.0,52.33668779058233,0.917114856143382,36,11977.13,1.1612903225806452,386.3590322580645,0,0,PUNTUAL,2025-11-29 01:36:00.000000,57.06666666666667,161,0.0,True,False,True,True,3,ROJO,1,0.625
28221,Familia T1,8,2021-09-02,2025-06-09,334,196.57142857142858,133.0,149.17856715345937,0.7589025945306799,15,7590.98,1.875,948.8725,0,0,PUNTUAL,2025-12-22 13:42:51.428571,196.57142857142858,138,0.0,True,False,False,False,1,AMARILLO,3,0.3543926247288503
28242,Familia T1,15,2021-02-08,2024-04-18,751,83.21428571428571,68.0,53.92611158060705,0.6480391091231749,70,19265.15,4.666666666666667,1284.3433333333335,0,0,PUNTUAL,2024-07-10 05:08:34.285714,83.21428571428571,668,0.0,True,False,True,True,3,ROJO,1,0.625
28267,Familia T1,19,2021-02-05,2025-10-24,197,95.66666666666667,78.0,68.48195220478004,0.715839221652753,87,25418.549999999996,4.578947368421052,1337.8184210526313,0,0,PUNTUAL,2026-01-27 16:00:00.000000,95.66666666666667,101,0.0,True,False,False,False,1,AMARILLO,3,0.47500000000000003
28267,Familia T2,10,2021-02-05,2025-05-07,367,172.44444444444446,133.0,100.9643623717587,0.5854892147846831,22,10144.43,2.2,1014.443,0,0,PUNTUAL,2025-10-26 10:40:00.000000,172.44444444444446,195,0.0,True,False,False,False,1,AMARILLO,3,0.47500000000000003
28305,Familia T1,4,2021-04-22,2022-11-25,1261,194.0,247.0,141.80503047024342,0.7309537653105331,31,8454.32,7.75,2113.58,0,0,PUNTUAL,2023-06-07 00:00:00.000000,194.0,1067,0.0,True,False,True,True,3,ROJO,1,0.625
28334,Familia T1,17,2021-01-15,2025-05-27,347,99.5625,7.5,186.7759248237042,1.8759666021213228,42,26295.0,2.4705882352941178,1546.764705882353,0,0,PUNTUAL,2025-09-03 13:30:00.000000,99.5625,248,0.0,True,False,True,False,2,ROJO,1,0.55
28342,Familia T1,19,2021-10-20,2025-11-11,179,82.38888888888889,97.5,52.06954632336437,0.631997190708401,44,13152.52,2.3157894736842106,692.2378947368421,0,3,PUNTUAL,2026-02-01 09:20:00.000000,82.38888888888889,97,-99.99996666667778,True,True,False,False,2,NARANJA,2,0.8499999000000333
28342,Familia T2,24,2021-10-20,2025-11-26,164,65.1304347826087,48.0,67.70158584477856,1.0394769522229017,46,18821.35,1.9166666666666667,784.2229166666666,0,3,PUNTUAL,2026-01-30 03:07:49.565217,65.1304347826087,99,-99.99996666667778,True,True,True,False,3,ROJO,1,0.9249999000000333
28378,Familia T1,10,2021-01-29,2022-01-04,1586,37.77777777777778,38.0,10.75771328218634,0.284762998646109,101,25189.540000000008,10.1,2518.9540000000006,0,0,SISTEMATICO,2022-02-10 18:40:00.000000,37.77777777777778,1548,0.0,True,False,True,True,3,ROJO,1,0.625
28468,Familia T1,18,2021-04-29,2025-12-29,131,100.29411764705883,26.0,117.89465123120443,1.175489191161569,67,24169.990000000005,3.7222222222222223,1342.7772222222225,0,13,PUNTUAL,2026-04-08 07:03:31.764706,100.29411764705883,31,-99.9999923076929,False,True,False,False,1,AMARILLO,3,0.49741577250960606
28469,Familia T1,8,2021-06-14,2025-11-04,186,229.14285714285714,201.0,187.26942285032513,0.8172605735363316,8,4185.8,1.0,523.225,0,0,PUNTUAL,2026-06-21 03:25:42.857143,229.14285714285714,-43,0.0,False,False,False,False,0,VERDE,4,0.0
28477,Familia T1,5,2024-06-13,2025-11-06,184,127.75,101.5,79.09922565992666,0.6191720208213437,12,9203.009999999998,2.4,1840.6019999999996,0,0,PUNTUAL,2026-03-13 18:00:00.000000,127.75,56,0.0,False,False,False,False,0,AMARILLO,3,0.17398058252427184
28478,Familia T1,47,2021-01-22,2025-11-25,165,38.43478260869565,15.0,44.57707159414201,1.1598106862729258,91,31911.58,1.9361702127659575,678.9697872340425,0,7,PUNTUAL,2026-01-02 10:26:05.217391,38.43478260869565,127,-99.99998571428776,True,True,True,True,4,ROJO,1,0.99
28478,Familia T2,33,2021-01-22,2025-11-25,165,55.25,37.0,45.65632486304608,0.8263588210506078,65,30295.72,1.9696969696969697,918.0521212121213,0,3,PUNTUAL,2026-01-19 06:00:00.000000,55.25,110,-99.99996666667778,True,True,True,True,4,ROJO,1,0.99
28530,Familia T1,10,2021-01-12,2024-04-23,746,133.0,133.0,64.10754852416194,0.4820116430388116,44,32250.530000000002,4.4,3225.0530000000003,0,0,PUNTUAL,2024-09-03 00:00:00.000000,133.0,613,0.0,True,False,True,True,3,ROJO,1,0.625
28536,Familia T1,17,2021-02-03,2025-11-24,166,109.6875,102.0,64.98049587183834,0.592414777179153,36,31421.8,2.1176470588235294,1848.3411764705882,0,2,PUNTUAL,2026-03-13 16:30:00.000000,109.6875,56,-99.999950000025,True,True,False,False,2,NARANJA,2,0.6523713915020513
28540,Familia T2,2,2021-04-19,2021-10-28,1654,192.0,192.0,0.0,0.0,2,865.8900000000001,1.0,432.94500000000005,0,0,PUNTUAL,2022-05-08 00:00:00.000000,192.0,1462,0.0,True,False,True,True,3,ROJO,1,0.625
28621,Familia T1,9,2021-09-03,2024-10-02,584,140.625,119.5,57.77529208061176,0.4108465214621281,27,22666.8,3.0,2518.5333333333333,0,0,PUNTUAL,2025-02-19 15:00:00.000000,140.625,444,0.0,True,False,True,True,3,ROJO,1,0.625
28628,Familia T1,14,2021-01-12,2025-06-26,317,125.07692307692308,70.0,261.88736907846516,2.0938104538868676,35,10775.949999999999,2.5,769.7107142857142,0,0,PUNTUAL,2025-10-29 01:50:46.153846,125.07692307692308,192,0.0,True,False,True,False,2,ROJO,1,0.55
28628,Familia T2,9,2021-01-12,2023-06-09,1065,109.75,87.0,128.85723689416903,1.1740978304707885,16,6766.900000000001,1.7777777777777777,751.8777777777779,0,0,PUNTUAL,2023-09-26 18:00:00.000000,109.75,955,0.0,True,False,True,True,3,ROJO,1,0.625
28629,Familia T1,17,2021-05-11,2025-11-12,178,102.875,84.5,94.18922111897943,0.9155695856036883,18,9174.350000000002,1.0588235294117647,539.6676470588236,0,1,PUNTUAL,2026-02-22 21:00:00.000000,102.875,75,-99.99990000010001,True,True,False,False,2,NARANJA,2,0.7388083642602279
28633,Familia T1,10,2021-01-19,2025-11-13,177,195.44444444444446,100.0,274.80906952165543,1.4060725558242744,14,11785.480000000001,1.4,1178.5480000000002,0,1,PUNTUAL,2026-05-27 10:40:00.000000,195.44444444444446,-18,-99.99990000010001,False,True,False,False,1,AMARILLO,3,0.37499970000030003
28633,Familia T2,6,2021-03-03,2022-05-31,1439,90.8,110.0,76.65611521594347,0.8442303437879237,5,2546.39,0.8333333333333334,424.3983333333333,0,0,PUNTUAL,2022-08-29 19:12:00.000000,90.8,1348,0.0,True,False,True,True,3,ROJO,1,0.625
28660,Familia T1,5,2021-07-07,2022-07-06,1403,91.0,52.5,106.04480185280183,1.1653274928879322,31,9289.59,6.2,1857.9180000000001,0,0,PUNTUAL,2022-10-05 00:00:00.000000,91.0,1312,0.0,True,False,True,True,3,ROJO,1,0.625
28687,Familia T1,2,2025-02-05,2025-02-24,439,19.0,19.0,0.0,0.0,2,685.28,1.0,342.64,0,0,SISTEMATICO,2025-03-15 00:00:00.000000,19.0,420,0.0,True,False,True,True,3,ROJO,1,0.625
28706,Familia T1,14,2022-05-19,2025-10-31,190,97.0,85.0,103.59165395547447,1.0679551954172626,25,10298.100000000002,1.7857142857142858,735.5785714285715,0,0,PUNTUAL,2026-02-05 00:00:00.000000,97.0,93,0.0,True,False,False,False,1,AMARILLO,3,0.45459183673469394
28706,Familia T2,18,2021-04-08,2025-10-31,190,98.05882352941177,50.0,109.96495195033482,1.1214182262481656,31,12950.380000000001,1.7222222222222223,719.4655555555556,0,0,PUNTUAL,2026-02-06 01:24:42.352941,98.05882352941177,92,0.0,True,False,False,False,1,AMARILLO,3,0.4464964370546319
28772,Familia T1,4,2023-11-27,2023-11-27,894,0.0,0.0,0.0,0.0,11,3868.9,2.75,967.225,0,0,PUNTUAL,2023-11-27 00:00:00.000000,0.0,894,0.0,True,False,True,True,3,ROJO,1,0.625
28806,Familia T1,5,2023-02-02,2025-11-28,162,257.5,215.0,213.98306007719395,0.8310021750570639,11,3135.41,2.2,627.082,0,3,PUNTUAL,2026-08-12 12:00:00.000000,257.5,-95,-99.99996666667778,False,True,False,False,1,AMARILLO,3,0.3749999000000333
28828,Familia T1,15,2021-03-03,2025-10-23,198,121.07142857142857,76.5,83.50061102061666,0.6896805630021435,48,13353.410000000002,3.2,890.2273333333335,0,0,PUNTUAL,2026-02-21 01:42:51.428571,121.07142857142857,77,0.0,True,False,False,False,1,AMARILLO,3,0.3273112931538912
28828,Familia T2,9,2021-11-24,2024-03-19,781,105.75,107.5,57.831111868958565,0.5468663060894426,17,7597.74,1.8888888888888888,844.1933333333333,0,0,PUNTUAL,2024-07-02 18:00:00.000000,105.75,675,0.0,True,False,True,True,3,ROJO,1,0.625
28853,Familia T1,49,2021-02-10,2025-11-27,163,36.479166666666664,30.5,30.847737344991053,0.8456261522327645,204,54236.42999999999,4.163265306122449,1106.8659183673467,0,8,PUNTUAL,2026-01-02 11:30:00.000000,36.479166666666664,127,-99.99998750000158,True,True,True,True,4,ROJO,1,0.99
